Placement,Horse,Jockey,Trainer,Horse weight,Lane position,Win odds,Time in s,sec_pos1,sec_pos2,sec_pos3,sec_pos4,sec_pos5,sec_pos6
2,BEAT HOLLOW (G414),Y L Chung,Y S Tsui,1201,11,5,70.9,1,1,2,0,0,0
3,FORTUNE MASTER (D371),Z Purton,J Richards,1095,5,6,72.1,9,9,3,0,0,0
4,DAILY TROPHY (H283),H Bowman,C Fownes,1158,7,3,72.3,7,6,4,0,0,0
5,MY INTELLIGENT (G031),E C W Wong,W Y So,1120,6,8,75.4,2,2,5,0,0,0
6,MAGIC TRAVELLER (H102),K Teetan,W Y So,1108,10,55,76.0,10,10,6,0,0,0
7,ALL IS READY (G042),L Ferraris,M Newnham,1241,2,5,77.6,11,11,7,0,0,0
8,GENERAL ACE (G425),L Hewitson,K W Lui,1079,3,24,72.7,8,7,8,0,0,0
9,PERFECT ROCK (G175),H T Mo,Y S Tsui,1103,9,52,73.4,6,8,9,0,0,0
10,FINGERS CROSSED (G403),M Chadwick,M Newnham,1276,1,15,77.2,4,3,10,0,0,0
11,SUPER ELITE (H247),M L Yeung,P F Yiu,1087,4,11,73.9,5,5,11,0,0,0
1,PANDA (H466),Z Purton,C H Yip,1075,12,7,62.8,8,7,1,0,0,0
2,BOWSER (H460),A Hamelin,P F Yiu,1172,8,26,64.3,10,10,2,0,0,0
3,METRO WARRIOR (D387),K C Leung,D A Hayes,1210,13,5,64.3,2,2,3,0,0,0
4,LIFELINE EXPRESS (H439),J McDonald,J Size,1130,6,2,64.5,5,6,4,0,0,0
5,MR GOOD VIBES (H180),A Badel,D J Hall,1078,9,40,64.7,6,8,5,0,0,0
6,LESS IS MORE (H406),H Bowman,F C Lor,1098,11,6,66.1,9,5,6,0,0,0
7,SPARKLING DOLPHIN (C332),L Hewitson,Y S Tsui,1209,1,33,58.6,1,1,7,0,0,0
8,GANGNAM STAR (H326),K Teetan,P C Ng,1091,4,15,59.3,12,11,8,0,0,0
9,JOLLY COMPANION (H454),C L Chau,K L Man,1196,5,19,59.3,7,9,9,0,0,0
10,FAMILY FORTUNE (H447),H Bentley,C Fownes,989,14,97,59.3,14,14,10,0,0,0
11,LUCKY CHARM (J147),B Avdulla,C S Shum,1110,2,114,62.1,13,12,11,0,0,0
12,VALIANT ELEGANCE (D285),M Chadwick,D J Whyte,1129,7,29,63.0,3,3,12,0,0,0
13,PHILOS (H371),Y L Chung,A S Cruz,1147,10,60,59.9,4,4,13,0,0,0
14,PACKING BRILLIANT (H421),A Atzeni,K W Lui,1117,3,8,61.1,11,13,14,0,0,0
1,ILLUMINOUS (J170),K Teetan,F C Lor,999,6,19,70.6,9,6,1,0,0,0
2,YOUNG CHAMPION (J195),J McDonald,J Size,1121,1,7,71.4,6,5,2,0,0,0
3,NOT USUAL STAR (G396),C L Chau,W Y So,1022,4,23,73.0,4,4,3,0,0,0
4,I GIVE (H036),A Atzeni,P C Ng,1186,3,4,73.3,1,1,4,0,0,0
5,ORIENTAL SMOKE (E467),M L Yeung,D A Hayes,1244,5,44,73.4,7,7,5,0,0,0
6,MIDORI BEAUTY (G334),K De Melo,W Y So,1265,8,11,76.3,10,10,6,0,0,0
7,PRAWNS ELEVEN (J140),L Hewitson,M Newnham,1100,2,42,77.1,3,3,7,0,0,0
8,KA YING VICTORY (H287),Z Purton,D J Hall,1243,7,2,77.2,2,2,8,0,0,0
9,EXCELLENT FIGHTER (G343),M Barzalona,P F Yiu,1181,10,6,77.9,8,9,9,0,0,0
10,KA YING POWER (H169),A Badel,A S Cruz,1072,9,86,77.2,5,8,10,0,0,0
1,VANTASTIC CHOICE (G401),Y L Chung,C H Yip,1091,6,13,90.9,3,1,1,1,0,0
2,FOOLISH HEART (J054),K C Leung,C W Chang,1128,7,14,83.3,6,4,4,2,0,0
3,SKY HEART (J092),H Bowman,C Fownes,1202,14,3,84.6,8,9,8,3,0,0
4,CALIFORNIATOTALITY (H418),K Teetan,A S Cruz,1040,11,4,84.8,11,10,10,4,0,0
5,LUCKY GOLD (G112),M Chadwick,K W Lui,1197,3,24,85.0,10,8,7,5,0,0
6,BALLISTIC WIN (J040),C L Chau,T P Yung,1209,5,13,86.7,2,3,2,6,0,0
7,I CAN (H381),Z Purton,P C Ng,1073,8,7,87.9,7,7,5,7,0,0
8,CHATER GOLD (J004),A Badel,D A Hayes,1030,4,35,88.4,5,6,6,8,0,0
9,KING OF THE COURT (E384),L Hewitson,W Y So,1156,10,46,88.5,12,11,9,9,0,0
10,GOLD TACK (H106),K De Melo,D J Hall,1052,1,5,88.6,9,12,11,10,0,0
11,KING OBERON (H407),L Ferraris,K H Ting,1116,9,46,89.2,1,2,3,11,0,0
12,CIRCUIT BLAZING (H479),A Atzeni,W K Mo,1268,12,53,89.8,14,13,12,12,0,0
13,HEARTY WISH (E343),H Bentley,D J Whyte,1069,13,120,92.6,13,14,13,13,0,0
14,GO HERO (H315),A Hamelin,Y S Tsui,1031,2,42,112.1,4,5,14,14,0,0
1,KA YING GENERATION (J075),A Atzeni,P C Ng,1152,8,18,130.8,4,4,4,4,1,0
2,SIMPLE HEDGE (H237),Z Purton,J Size,1162,1,2,122.4,5,5,5,5,2,0
3,INTREPID WINNER (G144),K De Melo,C W Chang,1054,6,18,126.0,8,8,8,9,3,0
4,GALLANT HERO (E480),K Teetan,D J Hall,1088,9,18,126.7,9,9,9,8,4,0
5,ENIGMA (J077),Y L Chung,A S Cruz,1082,7,50,128.1,1,1,1,1,5,0
6,AWESOME FLUKE (J050),H Bentley,C Fownes,1188,11,32,128.8,11,11,11,11,6,0
7,ESCAPE ROUTE (E273),J McDonald,J Size,1088,4,7,130.2,2,3,3,3,7,0
8,SWAN BAY (H062),A Badel,W Y So,1114,2,3,130.8,3,2,2,2,8,0
9,BILLIONAIRE SECRET (G303),M Barzalona,P C Ng,1029,3,6,123.8,7,7,7,6,9,0
10,ELLIPTICAL (J052),H Bowman,C Fownes,1036,5,11,125.3,6,6,6,7,10,0
11,HAKKA RADIANCE (J105),L Ferraris,W K Mo,1147,10,54,130.2,10,10,10,10,11,0
1,HELIOS EXPRESS (H302),H Bowman,J Size,1115,6,1,98.4,3,3,3,1,0,0
2,HELENE FEELING (H215),Z Purton,C S Shum,1227,5,8,101.3,2,2,2,2,0,0
3,STAR MAC (J053),K Teetan,D A Hayes,1191,3,46,101.7,7,7,8,3,0,0
4,SPEED DRAGON (H380),M Barzalona,K W Lui,1156,1,22,102.8,6,5,4,4,0,0
5,BEAUTY CRESCENT (H334),A Atzeni,A S Cruz,1078,2,24,103.3,5,6,6,5,0,0
6,CHANCHENG GLORY (H212),L Hewitson,K W Lui,1157,4,18,103.7,1,1,1,6,0,0
7,FALLON (H219),M L Yeung,A S Cruz,1121,7,11,97.1,9,8,9,7,0,0
8,HOWDEEPISYOURLOVE (H093),J McDonald,J Size,1199,9,14,99.0,8,9,7,8,0,0
9,MOMENTS IN TIME (H474),A Badel,C S Shum,1065,8,52,99.1,4,4,5,9,0,0
1,NIMBLE NIMBUS (E249),A Atzeni,P F Yiu,1156,5,7,111.0,7,8,10,10,1,0
2,FIVE G PATCH (G286),M Chadwick,A S Cruz,1020,1,8,111.3,10,10,9,9,2,0
3,STRAIGHT ARRON (G435),H Bowman,C Fownes,1119,3,9,112.5,14,13,12,11,3,0
4,LA CITY BLANCHE (G371),K Teetan,A S Cruz,1010,7,10,113.0,9,9,7,7,4,0
5,CHAMPION DRAGON (G070),Y L Chung,A S Cruz,1130,8,21,114.8,5,2,2,2,5,0
6,FANTASTIC TREASURE (E269),M L Yeung,D A Hayes,1220,10,37,115.8,3,5,8,8,6,0
7,HAPPY TOGETHER (G446),A Badel,F C Lor,1130,2,3,115.8,6,7,6,6,7,0
8,ENCOUNTERED (G236),K C Leung,K L Man,1155,12,15,115.9,2,3,5,5,8,0
9,SPIRITED EXPRESS (G356),M F Poon,P F Yiu,1196,6,23,116.9,11,11,13,13,9,0
10,SWORD POINT (G448),L Hewitson,F C Lor,1137,4,10,108.3,4,4,3,3,10,0
11,TOURBILLON DIAMOND (E054),H Bentley,M Newnham,1237,9,37,108.4,12,12,11,12,11,0
12,SUPER SUNNY SING (G319),B Avdulla,W Y So,1116,14,9,108.6,8,6,4,4,12,0
13,SENOR TOBA (G103),K De Melo,C Fownes,1167,11,50,110.6,13,14,14,14,13,0
14,MONEY CATCHER (G171),L Ferraris,F C Lor,1143,13,45,111.4,1,1,1,1,14,0
1,SUNLIGHT POWER (H244),H Bentley,P F Yiu,1082,7,4,88.7,8,7,7,1,0,0
2,ARIEL (G223),L Hewitson,D A Hayes,1219,1,7,90.7,1,1,1,2,0,0
3,TOP SCORER (J120),Z Purton,J Size,1235,12,4,84.4,9,14,14,3,0,0
4,CAN'T GO WONG (H087),M F Poon,F C Lor,1157,14,39,84.7,14,12,12,4,0,0
5,PATCH OF TIME (H483),L Ferraris,K H Ting,1136,2,9,84.9,2,4,2,5,0,0
6,CORDYCEPS ONE (E107),A Hamelin,C H Yip,1121,6,21,85.0,5,5,5,6,0,0
7,ONLY U (J037),C L Chau,T P Yung,1110,11,73,86.0,11,11,11,7,0,0
8,MASTER TORNADO (G410),K Teetan,W Y So,1189,9,7,86.4,12,10,9,8,0,0
9,SPEEDSTAR (G181),A Badel,D J Hall,1089,5,23,87.2,3,2,3,9,0,0
10,YOU'REMYEVERYTHING (E413),Y L Chung,A S Cruz,1015,3,17,87.8,10,9,10,10,0,0
11,HAPPY FOR ALL (H181),K C Leung,J Richards,1089,10,16,88.4,6,8,6,11,0,0
12,JOY OF SPRING (H383),H Bowman,C Fownes,1008,8,12,89.2,13,13,13,12,0,0
13,RAINBOW DELIGHT (J009),M Chadwick,D J Whyte,1047,4,97,90.1,7,6,8,13,0,0
14,ISLAND GOLDEN (H018),B Avdulla,K L Man,1073,13,54,91.2,4,3,4,14,0,0
1,GOLDEN FAIRY (E448),A Badel,W Y So,1051,6,10,145.9,2,3,3,3,3,1
2,HAPPY HERO (G322),K Teetan,M Newnham,1055,4,12,146.3,9,9,8,8,8,2
3,LOYAL AMBITION (E489),B Avdulla,C Fownes,1033,8,12,146.4,3,2,2,2,1,3
4,DIAMOND WINNER (H285),A Hamelin,J Size,1118,2,4,147.0,6,6,6,6,6,4
5,FORTUNE TRIPLE (D274),M Chadwick,Y S Tsui,1044,10,18,139.1,10,10,9,9,9,5
6,AI ONE (E139),L Ferraris,K H Ting,1054,12,27,139.6,12,11,11,12,11,6
7,NICE BIRDIE (G470),C L Chau,C S Shum,1190,9,7,139.7,4,4,4,5,5,7
8,PALACE PAL (G172),H Bowman,D J Hall,996,11,4,141.8,7,8,10,10,10,8
9,VINCY (B213),Y L Chung,C H Yip,1090,5,28,141.8,11,12,12,11,12,9
10,JOYFUL CHAMPION (G072),L Hewitson,C W Chang,1154,1,8,143.3,5,5,5,4,4,10
11,GREEN LASER (E409),M L Yeung,W Y So,1125,3,10,145.0,8,7,7,7,7,11
12,M M NEBULA (G279),Z Purton,P C Ng,1119,7,16,144.6,1,1,1,1,2,12
1,TELECOM SPEED (G259),H Bowman,Y S Tsui,1172,6,11,71.2,6,6,1,0,0,0
2,YEABOI (G372),M Chadwick,C H Yip,1126,8,37,76.2,10,10,2,0,0,0
3,GALLANT VALOUR (H323),Z Purton,J Richards,1107,7,3,76.6,8,7,3,0,0,0
4,LYRICAL MOTION (G081),E C W Wong,C Fownes,1100,10,6,77.2,3,4,4,0,0,0
5,KILINDINI (E236),K Teetan,W K Mo,1157,5,5,77.6,5,5,5,0,0,0
6,CHIU CHOW BROTHER (E188),A Badel,K L Man,1072,9,29,79.6,2,2,6,0,0,0
7,HIGH PERCENTAGE (G413),L Hewitson,T P Yung,1110,4,6,72.9,4,3,7,0,0,0
8,EXUBERANT (E282),B Avdulla,C S Shum,1210,3,11,73.5,9,9,8,0,0,0
9,WOOD ON FIRE (C460),K C Leung,C W Chang,1149,11,44,75.9,11,11,9,0,0,0
10,DIAMOND SOARS (G201),L Ferraris,P F Yiu,1204,12,14,73.7,1,1,10,0,0,0
11,FLYING ROMANTIC (J057),A Atzeni,D J Hall,1114,1,27,74.5,7,8,11,0,0,0
1,CIRCUIT SEVEN (D474),M F Poon,W K Mo,1178,3,17,64.5,5,5,1,0,0,0
2,HARMONY FIRE (E175),H Bowman,D J Whyte,1111,9,11,64.8,1,1,2,0,0,0
3,OVERSUBSCRIBED (C361),A Badel,D J Hall,1203,2,7,64.8,4,4,3,0,0,0
4,SERGEANT PEPPER (E432),E C W Wong,Y S Tsui,1150,1,9,65.4,2,3,4,0,0,0
5,LEAN MASTER (H134),H Bentley,C H Yip,1072,10,27,65.7,3,2,5,0,0,0
6,G ONE EXCELLENT (E359),C L Chau,C S Shum,1209,11,77,59.2,11,12,6,0,0,0
7,SAVVY DELIGHT (E386),A Atzeni,J Size,1207,7,11,59.2,7,6,7,0,0,0
8,GALLANT GOODY (H434),M L Yeung,P F Yiu,1091,4,81,60.9,8,9,8,0,0,0
9,SUPER FAST DRAGON (G456),L Hewitson,J Richards,1196,12,2,61.3,12,10,9,0,0,0
10,BEAUTY DESTINY (H281),M Chadwick,F C Lor,1213,6,6,61.8,6,7,10,0,0,0
11,LIFE IS GOOD (H118),Y L Chung,P C Ng,1100,5,10,63.4,9,8,11,0,0,0
12,SCOTCH TYCOON (G088),B Avdulla,M Newnham,1103,8,46,60.8,10,11,12,0,0,0
1,NOBLE PURSUIT (H324),H Bowman,C Fownes,1160,9,6,104.2,5,4,4,1,0,0
2,SURE JOYFUL (G125),M F Poon,P F Yiu,1078,8,7,106.4,8,8,8,2,0,0
3,ATOMIC BEAUTY (H066),H Bentley,A S Cruz,1217,10,8,106.6,3,2,2,3,0,0
4,KYRUS UNICORN (D267),A Atzeni,D J Hall,1106,4,10,107.8,11,11,9,4,0,0
5,RED MAJESTY (E028),K H Chan,D A Hayes,1230,6,16,108.4,2,3,3,5,0,0
6,CONCERTO (E176),B Avdulla,K H Ting,1043,5,14,108.5,4,5,5,6,0,0
7,PRINCE ALEX (G307),L Hewitson,D J Whyte,1061,2,8,109.3,7,7,7,7,0,0
8,TO INFINITY (G277),Y L Chung,J Richards,1042,1,12,109.5,9,9,10,8,0,0
9,SNOWALOT (E397),K Teetan,D A Hayes,1098,11,9,109.8,12,12,12,9,0,0
10,AMAZING BOY (D513),K C Leung,C W Chang,1104,3,13,110.7,10,10,11,10,0,0
11,TURIN WARRIOR (G150),Z Purton,K L Man,1104,12,6,103.8,6,6,6,11,0,0
12,SUPER BABY (G364),L Ferraris,M Newnham,1188,7,22,107.7,1,1,1,12,0,0
1,HAPPY GOLF (H056),H Bowman,F C Lor,1197,2,3,73.4,5,5,1,0,0,0
2,ALLOY KING (D287),M L Yeung,K H Ting,1129,9,36,73.5,1,1,2,0,0,0
3,COUNTRY DANCER (H436),A Hamelin,J Size,1116,4,8,73.5,3,4,3,0,0,0
4,KING ECCELLENTE (G264),K Teetan,D J Whyte,1136,10,5,74.6,10,9,4,0,0,0
5,JUMBO LEGEND (G266),E C W Wong,C Fownes,1088,11,11,75.7,11,11,5,0,0,0
6,TALENTS SUPREMO (H133),B Avdulla,W K Mo,1111,3,4,76.0,8,8,6,0,0,0
7,ISLAND BRIGHT (H363),M F Poon,P F Yiu,1084,5,64,76.6,2,2,7,0,0,0
8,HIGH RISE SOLDIER (C511),M Chadwick,K W Lui,1077,8,17,77.8,4,3,8,0,0,0
9,GREAT ACHIEVER (J049),C L Chau,T P Yung,1067,7,15,79.8,6,7,9,0,0,0
10,BRAVO WARRIOR (J088),K De Melo,W Y So,1040,1,36,79.9,7,6,10,0,0,0
11,LUCKY SYMPHONY (J089),Z Purton,J Richards,1150,6,9,79.9,9,10,11,0,0,0
1,NICCONI COUNTY (G208),K Teetan,C Fownes,1155,7,10,72.7,7,5,1,0,0,0
2,HARMONY N BLESSED (E061),K C Leung,D A Hayes,1214,2,22,73.0,4,4,2,0,0,0
3,JUMBO FORTUNE (G195),A Hamelin,P C Ng,1279,6,31,74.2,12,12,3,0,0,0
4,ACT OF FAITH (H082),A Atzeni,J Size,1065,5,11,76.1,10,8,4,0,0,0
5,EXCELLENT PEERS (G033),M Chadwick,F C Lor,1150,8,20,76.2,5,6,5,0,0,0
6,GRATEFUL HEART (D278),H Bentley,W Y So,1141,4,16,78.5,11,11,6,0,0,0
7,NEVER TOO SOON (E434),K De Melo,D J Hall,1118,3,7,78.6,9,10,7,0,0,0
9,O'LINER (H264),H Bowman,T P Yung,1260,9,9,76.9,6,7,9,0,0,0
10,ONE FOR ALL (G012),L Hewitson,M Newnham,1267,1,5,77.0,1,1,10,0,0,0
11,CELESTIAL COLOURS (H362),Z Purton,J Richards,1161,10,3,79.0,2,2,11,0,0,0
12,SUPERB CAPITALIST (H092),Y L Chung,A S Cruz,1170,12,7,72.2,3,3,12,0,0,0
1,TOMODACHI KOKOROE (H303),K Teetan,D A Hayes,1186,12,11,76.2,4,4,1,0,0,0
2,BEAUTY WAVES (H294),Z Purton,D J Whyte,1185,3,1,78.8,1,1,2,0,0,0
3,RIGHTEOUS ARION (H059),Y L Chung,A S Cruz,1189,11,10,71.5,8,8,3,0,0,0
4,A AMERIC TE SPECSO (H037),M F Poon,J Size,1083,8,14,71.8,10,9,4,0,0,0
5,POWER KOEPP (E301),M Chadwick,K L Man,1108,4,41,72.2,5,6,5,0,0,0
6,ARMOUR EAGLE (G093),K C Leung,J Richards,1156,7,21,73.8,6,5,6,0,0,0
7,GOLDEN DARCI (H470),K De Melo,D J Hall,1149,1,105,74.0,7,7,7,0,0,0
8,BRAVE STAR (G268),L Hewitson,K W Lui,1103,5,7,74.9,3,3,8,0,0,0
9,HOSS (H055),A Atzeni,P C Ng,1114,2,36,75.4,9,10,9,0,0,0
10,VIVA CHALEUR (G368),H Bowman,C Fownes,1106,10,11,73.3,11,11,10,0,0,0
11,SPEED SWORD (H397),A Badel,F C Lor,1120,9,25,76.8,12,12,11,0,0,0
12,MEGA BONUS (E184),A Hamelin,P F Yiu,1266,6,36,78.6,2,2,12,0,0,0
1,SIMPLY MAVERICK (H346),A Atzeni,P F Yiu,1217,6,2,100.5,7,7,6,1,0,0
2,RED HARE KING (H188),L Hewitson,A S Cruz,1099,5,4,103.3,2,3,4,2,0,0
3,TURIN MASCOT (H165),K Teetan,P C Ng,1116,11,22,103.5,9,10,9,3,0,0
4,IVY LEAGUE (H116),M Chadwick,D J Whyte,1220,4,20,104.0,6,4,1,4,0,0
5,WINNING DRAGON (E461),Y L Chung,A S Cruz,1065,10,26,107.6,5,2,3,5,0,0
6,ROMANTIC LAOS (G476),Z Purton,W K Mo,1143,12,13,108.1,11,9,8,6,0,0
7,SOLID IMPACT (E447),K De Melo,D J Hall,1033,3,12,108.3,3,6,5,7,0,0
8,GALLANT WAKING (G165),C L Chau,K W Lui,1118,7,12,109.1,8,8,10,8,0,0
9,LEAN HERO (G402),H Bowman,D A Hayes,1175,8,8,104.2,10,11,11,9,0,0
10,FASHION LEGEND (J080),H Bentley,C Fownes,1039,1,46,107.8,1,1,2,10,0,0
11,MAJESTIC SPEED (J018),M L Yeung,C S Shum,1154,2,67,106.3,4,5,7,11,0,0
1,NICHOLSON RETURNS (E452),Z Purton,D J Hall,1249,3,4,126.8,7,7,7,6,1,0
2,SHARPEN BRIGHT (H276),L Ferraris,D J Hall,1013,6,15,123.1,9,9,9,8,2,0
3,ROMANTIC FANTASY (H168),A Badel,C S Shum,1114,7,69,127.3,6,6,6,7,3,0
4,WONDER YEARS (G001),H Bowman,D J Whyte,1230,8,11,127.9,10,10,10,10,4,0
5,WINNING STEPS (G420),A Atzeni,P C Ng,1162,2,7,131.2,5,5,5,4,5,0
6,SPECIAL HEDGE (H354),C L Chau,T P Yung,1064,10,10,124.3,1,1,1,1,6,0
7,LITTLE FAIRY (H206),K Teetan,P F Yiu,1146,1,2,126.3,4,3,3,2,7,0
8,JUBILATION (G029),M L Yeung,W Y So,1099,9,12,130.4,2,4,4,3,8,0
9,DARCI JOY (E161),Y L Chung,P F Yiu,1086,4,8,128.4,3,2,2,5,9,0
10,SUPER HONG KONG (D241),K C Leung,K L Man,1076,5,25,131.0,8,8,8,9,10,0
1,SMART BEAUTY (G477),Y L Chung,A S Cruz,1098,13,10,100.3,14,14,12,1,0,0
2,DIAMOND DIAMOND (H189),L Hewitson,T P Yung,1201,2,9,100.9,8,8,9,2,0,0
3,CHARMANDER (G437),Z Purton,J Richards,1156,11,5,100.9,5,6,6,3,0,0
4,BROTHER PEARL (H030),L Ferraris,C H Yip,1043,10,16,101.4,12,13,13,4,0,0
5,ARTHUR'S KINGDOM (E194),M F Poon,Y S Tsui,1016,3,18,102.1,9,10,11,5,0,0
6,STAR OF GLORY (E316),A Atzeni,C W Chang,1063,14,30,103.4,6,4,4,6,0,0
7,STARSHIP EIGHTY (H022),A Badel,P C Ng,1243,8,10,104.6,13,11,10,7,0,0
8,ANGELS HUNTER (G193),M Chadwick,K L Man,1110,6,6,98.3,4,5,5,8,0,0
9,FASTPASS (H040),K De Melo,K W Lui,1043,12,38,103.9,2,2,2,9,0,0
10,HAPPY HUNK (H101),K C Leung,K L Man,1210,7,89,98.9,1,1,1,10,0,0
11,GENERAL WINNER (E376),A Hamelin,W Y So,1293,1,10,101.8,7,7,7,11,0,0
12,EAGLE RUN (G415),K Teetan,D J Whyte,1197,4,34,107.3,3,3,3,12,0,0
13,BRILLIANT PIONEER (G255),H Bentley,P F Yiu,1058,9,15,100.1,10,12,14,13,0,0
1,ACE VICTORY (H076),Z Purton,T P Yung,1228,12,4,77.8,1,1,1,0,0,0
2,LOYAL BO BO (J011),K C Leung,F C Lor,1179,6,5,70.7,2,2,2,0,0,0
3,SECOND TO NONE (H319),J Kah,K W Lui,1144,1,2,71.2,4,4,3,0,0,0
4,WINNING HEART (H065),M L Yeung,A S Cruz,1139,4,37,73.3,11,10,4,0,0,0
5,LUCKY FIONN (J047),A Hamelin,J Richards,1124,13,22,74.5,13,13,5,0,0,0
6,SONIC BOOM (H144),A Badel,K H Ting,1121,11,20,75.9,12,11,6,0,0,0
7,WOODFIRE CHAMP (H292),L Hewitson,C W Chang,1004,2,24,76.6,9,8,7,0,0,0
8,LUCKY QUALITY (D050),E C W Wong,C Fownes,1121,14,42,77.1,6,6,8,0,0,0
9,FOREMOST TEDDY (J058),Y L Chung,C S Shum,1181,10,101,77.7,3,3,9,0,0,0
10,WINNING GOLD (H461),K De Melo,W Y So,1039,9,166,78.6,14,14,10,0,0,0
11,PHOENIX LIGHT (G192),H Bowman,C H Yip,1073,8,8,79.1,8,7,11,0,0,0
12,THE GOOD DEAL (G025),K Teetan,D J Whyte,1130,5,24,79.8,5,5,12,0,0,0
13,MUST GO (J133),A Atzeni,J Size,1144,3,23,71.8,7,9,13,0,0,0
14,PATCH OF KINGDOM (H478),M F Poon,K L Man,1233,7,205,75.4,10,12,14,0,0,0
1,PANDA LEGEND (H002),K De Melo,W Y So,1266,6,34,89.5,6,8,7,1,0,0
2,SMART FIGHTER (H278),K Teetan,P F Yiu,1162,11,5,90.1,7,6,5,2,0,0
3,I CAN (H381),Y L Chung,P C Ng,1075,4,64,91.5,11,10,10,3,0,0
4,WAR OF COURAGE (C483),E C W Wong,K L Man,1290,3,10,91.9,1,3,3,4,0,0
5,CLUB SODA (H312),A Atzeni,J Size,1142,10,21,83.7,5,4,4,5,0,0
6,AMAZING RUN (H401),J Kah,D A Hayes,1299,9,17,83.8,2,2,2,6,0,0
7,HAPPY DAILY (E294),H Bowman,C H Yip,1081,12,7,84.1,14,12,11,7,0,0
8,CELTIC TIMES (G230),Z Purton,W K Mo,1234,1,2,84.2,3,5,6,8,0,0
9,PERFETTO (G198),A Hamelin,D J Hall,1090,8,9,84.3,13,13,13,9,0,0
10,CAN'T GO WONG (H087),M F Poon,F C Lor,1165,14,56,86.0,12,14,14,10,0,0
11,ME TIME (J074),B Avdulla,D J Whyte,1053,2,37,87.9,8,7,9,11,0,0
12,HAPPY FEELING (H443),M Chadwick,J Richards,1060,5,56,90.5,9,11,12,12,0,0
13,CALIFORNIA ICON (H404),L Hewitson,A S Cruz,1148,7,48,92.6,10,9,8,13,0,0
14,SUPER TEN (D362),M L Yeung,C W Chang,1265,13,116,86.9,4,1,1,14,0,0
1,BEATO (H090),Z Purton,A S Cruz,1141,7,3,95.5,8,8,8,1,0,0
2,JOYFUL PROSPERITY (H213),K C Leung,C W Chang,1079,6,6,98.1,3,5,5,2,0,0
3,CHILLI BABA (G339),K Teetan,P F Yiu,1178,13,12,100.2,7,7,7,3,0,0
4,FLYING MOJITO (G412),L Ferraris,D J Hall,1112,5,5,100.8,11,12,10,4,0,0
5,DRAGON PRIDE (D164),A Badel,T P Yung,1121,4,31,101.4,10,9,9,5,0,0
6,GALLANT CROWN (D359),J Kah,D A Hayes,1092,10,36,96.4,2,3,3,6,0,0
7,HORSE OF GOOD LUCK (H160),K De Melo,C H Yip,1129,9,14,99.3,1,2,2,7,0,0
8,PRINCE ALEX (G307),L Hewitson,D J Whyte,1073,1,9,101.6,6,4,4,8,0,0
9,CHATEAU (H214),A Atzeni,J Size,1075,14,8,104.0,4,1,1,9,0,0
10,ROYAL PRIDE (E351),E C W Wong,C Fownes,1105,2,17,105.1,5,6,6,10,0,0
