Placement,Horse,Jockey,Trainer,Horse weight,Lane position,Win odds,Time in s,sec_pos1,sec_pos2,sec_pos3,sec_pos4,sec_pos5,sec_pos6
2,INVINCIBLE SAGE (H301),A Badel,D J Hall,1098,1,4,57.2,7,3,2,0,0,0
3,PACKING TREADMILL (G161),L Hewitson,K W Lui,1176,7,4,60.2,5,9,3,0,0,0
4,WE ARE HERO (G207),K De Melo,K L Man,1230,4,35,60.2,9,6,4,0,0,0
5,DUKE WAI (C188),K Teetan,P C Ng,1138,8,6,60.3,3,4,5,0,0,0
6,SUPER WEALTHY (D108),A Atzeni,P C Ng,1200,9,22,60.7,4,5,6,0,0,0
7,VICTOR THE WINNER (G404),H Bowman,C S Shum,1097,3,4,61.1,1,2,7,0,0,0
8,SEASONS WIT (H223),M Chadwick,J Richards,1095,5,11,63.1,8,7,8,0,0,0
9,FLYING ACE (G045),M F Poon,D J Hall,1225,6,4,63.7,6,8,9,0,0,0
1,CAPITAL DELIGHT (H262),C Y Ho,C Fownes,1188,7,12,73.5,9,9,1,0,0,0
2,GOOD BUDDY (E097),A Badel,D J Hall,1300,9,12,73.8,3,2,2,0,0,0
3,MARK THE MOMENT (H088),L Hewitson,Y S Tsui,1215,12,9,74.7,1,1,3,0,0,0
4,MONTA FRUTTA (H455),M Chadwick,A S Cruz,1120,4,37,75.2,7,4,4,0,0,0
5,LIGHTNING BOLT (G130),H Bowman,C S Shum,1173,1,14,75.5,12,7,5,0,0,0
6,CALL ME DANDY (G469),Y L Chung,K W Lui,1245,2,2,75.5,5,5,6,0,0,0
7,SELF IMPROVEMENT (H337),C L Chau,K L Man,1115,5,4,76.1,4,3,7,0,0,0
8,TORONADO PHANTOM (E300),A Atzeni,J Size,1138,3,9,77.5,11,10,8,0,0,0
9,LUCKY EIGHT (G204),K De Melo,P F Yiu,1161,6,11,69.2,8,6,9,0,0,0
10,WINGS OF WAR (H162),B Avdulla,J Richards,1145,8,14,72.5,6,8,10,0,0,0
11,MIGHTY ARMOUR (H071),H T Mo,T P Yung,1032,11,182,71.0,10,12,11,0,0,0
12,THE GREAT MASTER (H457),M F Poon,Y S Tsui,1141,10,101,74.9,2,11,12,0,0,0
1,BLUE MARLIN (H078),H Bentley,D J Whyte,1316,4,2,90.0,6,5,3,1,0,0
2,SUPERB BOY (G335),H Bowman,K W Lui,1131,5,4,90.2,2,2,1,2,0,0
3,SILVER UP (J078),M Chadwick,W K Mo,1151,3,74,83.0,10,9,9,3,0,0
4,THE HEIR (H459),A Badel,C Fownes,1149,10,6,83.1,7,7,7,4,0,0
5,MASTER OF FORTUNE (G474),C Y Ho,P C Ng,1255,7,7,83.8,4,4,4,5,0,0
6,SEIZING THE MOMENT (E444),K Teetan,J Size,1074,1,8,88.0,5,6,6,6,0,0
7,SIXTH GENERATION (G120),B Avdulla,J Richards,1180,9,20,88.9,12,11,8,7,0,0
8,SOLAR PARTNER (E364),M F Poon,P F Yiu,1240,12,28,89.2,1,1,2,8,0,0
9,ORIENTAL SMOKE (E467),K H Chan,D A Hayes,1250,8,138,90.2,11,12,11,9,0,0
10,FOREVER CHARM (J081),L Hewitson,M Newnham,1272,13,21,91.7,14,14,13,10,0,0
11,WINNER METHOD (E178),C L Chau,C S Shum,1302,6,22,83.8,8,10,12,11,0,0
12,PINS PRINCE (G013),A Atzeni,J Size,1187,11,46,84.5,13,13,14,12,0,0
13,TRUE GENIUS (J073),Y L Chung,A S Cruz,1068,2,88,92.1,9,8,10,13,0,0
14,E LEGEND (G028),K De Melo,K L Man,1128,14,73,84.2,3,3,5,14,0,0
1,HELIOS EXPRESS (H302),H Bowman,J Size,1119,5,2,98.8,5,6,6,1,0,0
2,SPIRITED EXPRESS (G356),A Badel,P F Yiu,1196,8,39,103.0,8,9,9,2,0,0
3,THE BEST PEACH (H139),L Ferraris,A S Cruz,1039,13,15,103.2,13,13,12,3,0,0
4,MR ASCENDENCY (G227),H Bentley,P F Yiu,1131,7,116,103.6,9,11,11,4,0,0
5,ALACRITY (H210),K Teetan,J Richards,1101,2,7,95.3,3,3,3,5,0,0
6,SUPER SUNNY SING (G319),C Y Ho,W Y So,1109,11,6,97.0,10,8,7,6,0,0
7,FLAMING RABBIT (H257),L Hewitson,D J Whyte,1135,9,11,97.1,2,2,1,7,0,0
8,DANCING CODE (G365),A Atzeni,C Fownes,1043,12,7,98.5,12,12,13,8,0,0
9,THE GOLDEN SCENERY (E379),Y L Chung,A S Cruz,1082,3,46,99.3,7,7,8,9,0,0
10,BEAUTY LIVE (G057),M Chadwick,F C Lor,1118,6,61,101.7,6,5,4,10,0,0
11,FIND MY LOVE (H110),B Avdulla,K L Man,1171,10,24,102.0,11,10,10,11,0,0
12,BOURBONAIRE (E365),A Hamelin,J Size,1051,4,56,97.9,4,4,5,12,0,0
13,ALL FOR ST PAUL'S (C517),M F Poon,F C Lor,1115,1,39,98.9,1,1,2,13,0,0
1,BEAUTY INFINITY (H377),A Atzeni,J Size,1149,2,2,77.7,4,3,1,0,0,0
2,KING ECCELLENTE (G264),K Teetan,D J Whyte,1133,3,6,70.1,2,2,2,0,0,0
3,HAPPY FEELING (H443),A Hamelin,J Richards,1071,1,71,74.9,6,6,3,0,0,0
4,GOLDEN LONG (H462),M Chadwick,F C Lor,1099,7,2,79.1,5,5,4,0,0,0
5,TRIUMPHANT WARRIOR (H430),C L Chau,C S Shum,1063,6,10,73.9,7,7,5,0,0,0
6,SUPER AXIOM (E105),Y L Chung,Y S Tsui,1272,8,33,76.4,1,1,6,0,0,0
7,ACE TALENT (H046),L Hewitson,C Fownes,1044,4,10,76.0,3,4,7,0,0,0
8,SPICY SO SMART (G203),H Bentley,P C Ng,1094,5,15,78.9,8,8,8,0,0,0
1,SHINKANSEN (H277),K Teetan,D J Whyte,1132,4,5,71.6,6,5,1,0,0,0
2,TRAVEL GOLF (H063),B Avdulla,C H Yip,1084,2,4,73.4,4,4,2,0,0,0
3,COLONEL (D090),H T Mo,P F Yiu,1193,10,6,74.3,1,1,3,0,0,0
4,HAPPY SOUL (G249),C L Chau,C S Shum,1081,8,18,74.4,9,9,4,0,0,0
5,ROYAL PRIDE (E351),C Y Ho,C Fownes,1078,3,10,76.4,8,7,5,0,0,0
6,MY INTELLIGENT (G031),L Hewitson,W Y So,1116,1,4,76.8,3,3,6,0,0,0
7,FLYING PHANTOM (J086),A Badel,J Size,1037,7,13,77.3,5,6,7,0,0,0
8,YOUTH POWER (H358),K C Leung,D A Hayes,1054,5,81,78.7,10,10,8,0,0,0
9,NEW POWER (H325),A Hamelin,C W Chang,1110,9,31,79.4,7,8,9,0,0,0
10,LUCKY SYMPHONY (J089),A Atzeni,J Richards,1142,6,6,74.7,2,2,10,0,0,0
1,CORDYCEPS ONE (E107),C Y Ho,K W Lui,1113,9,8,106.4,3,5,5,1,0,0
2,MEDIC ELITE (G129),A Badel,P C Ng,1095,7,5,107.0,12,12,11,2,0,0
3,ONE HEART ONE (H004),L Hewitson,D A Hayes,1159,4,3,107.8,6,8,8,3,0,0
4,BIG TWO (E310),H Bentley,D J Whyte,1132,11,24,110.3,11,10,10,4,0,0
5,JOYFUL CHAMPION (G072),M F Poon,C W Chang,1155,2,8,110.7,4,4,4,5,0,0
6,ASIAN ONE (E400),A Atzeni,J Richards,1091,10,17,102.3,9,7,7,6,0,0
7,HANG'S CHOICE (E311),K Teetan,W Y So,1085,6,7,104.9,8,9,9,7,0,0
8,TACTICAL COMMAND (H197),M Chadwick,M Newnham,1060,5,39,105.5,10,11,12,8,0,0
9,HAPPY HUNK (H101),K C Leung,K L Man,1221,3,50,106.6,2,3,3,9,0,0
10,REGENCY HAPPY STAR (H248),Y L Chung,A S Cruz,1059,12,8,111.8,7,1,1,10,0,0
11,MISTER ARM (D491),H T Mo,Y S Tsui,1048,1,18,109.8,1,2,2,11,0,0
12,HAPPY JAI JAI (E069),C L Chau,T P Yung,1110,8,11,110.6,5,6,6,12,0,0
1,SURE JOYFUL (G125),M F Poon,P F Yiu,1070,8,6,106.0,3,3,4,1,0,0
2,WIN WIN FIGHTER (E347),C Y Ho,K W Lui,1082,1,6,107.1,6,6,6,2,0,0
3,AMAZING BOY (D513),K C Leung,C W Chang,1085,2,18,107.9,5,4,3,3,0,0
4,KASA PAPA (G312),C L Chau,T P Yung,1161,7,9,108.0,10,11,11,4,0,0
5,SUPERB MOVE (G304),Y L Chung,C H Yip,1122,11,21,108.2,1,2,2,5,0,0
6,NOBLE WIN (H195),A Badel,J Size,1187,4,6,108.6,4,5,5,6,0,0
7,DRAGON STAR (H128),K Teetan,P C Ng,1130,5,3,108.9,2,1,1,7,0,0
8,PRINCE ALEX (G307),A Atzeni,D J Whyte,1081,6,8,110.3,7,7,7,8,0,0
9,STRONGEST BOY (H027),L Hewitson,D A Hayes,1071,9,7,110.6,9,9,10,9,0,0
10,FORTUNE PRESIDENT (G054),M Chadwick,Y S Tsui,1093,3,32,103.9,8,8,9,10,0,0
11,KILLER INSTINCT (G020),L Ferraris,C Fownes,1096,10,40,107.0,11,10,12,11,0,0
12,MERCHANT PRINCE (H268),K H Chan,J Richards,1170,12,137,107.3,12,12,8,12,0,0
1,SUPER FAST DRAGON (G456),L Hewitson,J Richards,1189,11,3,59.1,9,9,1,0,0,0
2,BEAUTY DESTINY (H281),M Chadwick,F C Lor,1209,1,8,60.6,5,4,2,0,0,0
3,OVERSUBSCRIBED (C361),A Badel,D J Hall,1195,9,16,61.7,6,6,3,0,0,0
4,HARMONY FIRE (E175),H Bentley,D J Whyte,1111,2,8,62.0,3,2,4,0,0,0
5,CIRCUIT SEVEN (D474),M F Poon,W K Mo,1172,6,36,63.2,11,10,5,0,0,0
6,SAVVY DELIGHT (E386),K Teetan,J Size,1221,8,11,63.9,7,7,6,0,0,0
7,SERGEANT PEPPER (E432),C L Chau,Y S Tsui,1148,4,20,64.6,2,3,7,0,0,0
8,LIFE IS GOOD (H118),Y L Chung,P C Ng,1110,3,3,65.0,4,5,8,0,0,0
9,KOWLOON EAST STAR (E158),B Avdulla,K L Man,1253,5,7,59.7,1,1,9,0,0,0
10,SAME TO YOU (H057),L Ferraris,M Newnham,984,7,73,61.5,8,8,10,0,0,0
11,FALCON COURT (J056),A Atzeni,D A Hayes,1131,10,92,71.8,10,11,11,0,0,0
1,GALLANT WAKING (G165),C Y Ho,K W Lui,1114,10,6,103.6,10,10,10,1,0,0
2,MOMENTS IN TIME (H474),Y L Chung,C S Shum,1074,2,10,104.1,2,2,2,2,0,0
3,THESIS (H111),A Badel,F C Lor,1201,1,5,106.2,4,3,3,3,0,0
4,M UNICORN (G466),H Bentley,C Fownes,1193,4,2,107.0,7,7,7,4,0,0
5,IVY LEAGUE (H116),L Ferraris,D J Whyte,1206,7,17,108.1,3,4,4,5,0,0
6,WINNING DRAGON (E461),L Hewitson,A S Cruz,1072,3,23,109.1,5,5,5,6,0,0
7,PRIME MINISTER (D288),M F Poon,P F Yiu,1157,11,35,101.1,11,11,11,7,0,0
8,ABSOLUTE SUNSHINE (H342),A Atzeni,D A Hayes,1111,8,110,102.1,8,8,8,8,0,0
9,FOOLISH HEART (J054),K C Leung,C W Chang,1136,5,11,102.6,9,9,9,9,0,0
10,VIVA HUNTER (E369),H T Mo,K L Man,1180,9,35,103.6,1,1,1,10,0,0
11,TRADITION (J111),K Teetan,P C Ng,996,6,36,104.2,6,6,6,11,0,0
1,BON'S A PEARLA (G449),A Badel,P C Ng,1135,5,7,77.0,9,9,1,0,0,0
2,BEAUTY WAVES (H294),K Teetan,D J Whyte,1190,1,2,77.7,2,2,2,0,0,0
3,SUPERB CAPITALIST (H092),Y L Chung,A S Cruz,1160,2,21,78.0,1,1,3,0,0,0
4,RIGHTEOUS ARION (H059),M Chadwick,A S Cruz,1188,4,6,70.1,7,6,4,0,0,0
5,TOMODACHI KOKOROE (H303),C Y Ho,D A Hayes,1187,8,8,71.9,3,3,5,0,0,0
6,ACT OF FAITH (H082),B Avdulla,J Size,1061,11,52,72.7,8,8,6,0,0,0
7,PARTERRE (E234),L Hewitson,W Y So,1144,10,94,74.5,11,11,7,0,0,0
8,HOSS (H055),H Bentley,P C Ng,1109,9,36,75.5,10,10,8,0,0,0
9,ATOMIC FORCE (G221),L Ferraris,C Fownes,1144,6,23,76.7,6,7,9,0,0,0
10,CHAMPION METHOD (H366),C L Chau,C S Shum,1119,3,15,76.7,4,4,10,0,0,0
11,EXCELLENT FIGHTER (G343),A Atzeni,P F Yiu,1174,7,10,79.2,5,5,11,0,0,0
1,MAJESTIC KNIGHT (G258),K Teetan,D J Whyte,1216,3,4,77.3,2,2,1,0,0,0
2,WONDER KIT (G455),L Hewitson,K W Lui,1101,2,8,77.6,3,4,2,0,0,0
3,HOWDEEPISYOURLOVE (H093),B Avdulla,J Size,1189,1,3,77.7,7,5,3,0,0,0
4,SON PAK FU (G265),C L Chau,T P Yung,1228,7,3,70.8,12,12,4,0,0,0
5,WINNING ICEY (G246),H Bentley,C Fownes,1173,5,20,71.8,6,7,5,0,0,0
6,HARMONY N BLESSED (E061),M Chadwick,D A Hayes,1199,12,64,72.9,1,1,6,0,0,0
7,GOKO WIN (H069),A Badel,C H Yip,1074,10,27,74.5,8,9,7,0,0,0
8,MAJESTIC STAR (E203),A Atzeni,C S Shum,1311,6,24,76.6,9,8,8,0,0,0
9,NORDIC DRAGON (G467),L Ferraris,C S Shum,1137,9,15,77.3,10,10,9,0,0,0
10,DREAM WINNER (H308),C Y Ho,F C Lor,1269,8,15,71.1,4,6,10,0,0,0
11,IMA SINGLE MAN (D476),Y L Chung,A S Cruz,1201,4,30,72.0,11,11,11,0,0,0
12,ASTROLOGER (G102),K C Leung,K L Man,1170,11,79,74.6,5,3,12,0,0,0
1,EIGHTY LIGHT YEARS (H170),E C W Wong,T P Yung,1266,1,2,77.0,2,1,1,0,0,0
2,CHAMPION INSTINCT (H012),A Atzeni,D J Hall,1180,6,8,70.2,9,8,2,0,0,0
3,HANDSOME BOMB (H402),J McDonald,W Y So,1041,5,23,71.6,7,6,3,0,0,0
4,PANDA (H466),K Teetan,C H Yip,1070,3,7,72.3,5,3,4,0,0,0
5,PATCH OF TIME (H483),Z Purton,K H Ting,1152,8,14,72.6,10,9,5,0,0,0
6,GOLDEN LUCK (H159),H Bowman,K L Man,1104,7,14,72.9,6,5,6,0,0,0
7,GANGNAM STAR (H326),M Chadwick,P C Ng,1090,9,21,74.4,11,11,7,0,0,0
8,CALIFORNIA ICON (H404),A Badel,A S Cruz,1150,11,53,75.1,13,12,8,0,0,0
9,JOYFUL LIFE (H426),K C Leung,P F Yiu,1106,12,8,76.9,1,2,9,0,0,0
10,THE GOOD DEAL (G025),L Ferraris,D J Whyte,1128,2,21,77.2,8,10,10,0,0,0
11,HINOKAMI KAGURA (H384),B Avdulla,J Richards,1140,10,92,77.4,12,13,11,0,0,0
12,SPICY GOLD (H440),L Hewitson,M Newnham,1200,13,10,78.2,3,4,12,0,0,0
13,HIGH RISE POWER (H353),C L Chau,K W Lui,1180,4,43,79.0,4,7,13,0,0,0
1,STORM RIDER (J027),Z Purton,D A Hayes,1137,12,1,76.5,5,5,1,0,0,0
2,TELECOM DRAGON (H322),H Bowman,C H Yip,1102,6,3,71.8,9,7,2,0,0,0
3,SPEEDY FORTUNE (H097),B Avdulla,J Size,1042,1,6,73.1,1,1,3,0,0,0
4,CHIU CHOW BROTHER (E188),A Badel,K L Man,1057,8,38,76.7,2,2,4,0,0,0
5,HAPPY GOLF (H056),K C Leung,F C Lor,1212,9,32,76.9,8,9,5,0,0,0
6,MULTIDARLING (H148),H T Mo,T P Yung,1256,4,19,76.9,6,6,6,0,0,0
7,MISTER FOX (J059),K De Melo,D J Hall,1097,3,34,79.4,3,3,7,0,0,0
8,SUPER ELITE (H247),M F Poon,P F Yiu,1099,5,43,79.6,7,8,8,0,0,0
9,GOLDEN CHAMPION (H348),C L Chau,C S Shum,1170,7,80,71.6,11,12,9,0,0,0
10,COMMANDING MISSILE (G210),A Atzeni,C W Chang,1232,2,25,72.6,4,4,10,0,0,0
11,KINGLY DEMEANOR (H486),L Hewitson,A S Cruz,1187,11,72,72.9,10,10,11,0,0,0
12,COURIER MAGIC (H290),M Chadwick,J Richards,1075,10,132,73.2,12,11,12,0,0,0
1,C P BRAVE (E306),J McDonald,P F Yiu,1131,3,3,113.5,5,7,7,5,1,0
2,SWAN BAY (H062),K Teetan,W Y So,1117,10,9,116.2,10,10,10,9,2,0
3,ROMANTIC CHARM (H227),L Hewitson,C S Shum,1179,8,10,111.3,7,5,6,7,3,0
4,KIMBERLEY (H329),A Hamelin,J Richards,1080,4,72,111.6,1,1,1,1,4,0
5,U S S CONSTITUTION (H357),A Atzeni,J Size,1028,2,17,114.1,4,4,4,3,5,0
6,AESTHETICISM (H289),Z Purton,P C Ng,1040,9,2,114.1,8,8,8,8,6,0
7,GOLDEN SAMURAI (H024),C Y Ho,K W Lui,1202,7,11,116.7,9,9,9,10,7,0
8,ENIGMA (J077),L Ferraris,A S Cruz,1086,1,59,117.8,3,3,3,4,8,0
9,ALL IS GOOD (G269),C L Chau,K W Lui,1205,6,51,115.4,2,2,2,2,9,0
10,SILVER KING (H420),H Bowman,F C Lor,1149,5,9,124.6,6,6,5,6,10,0
1,FIRE BALL (D087),Z Purton,C H Yip,1048,14,6,87.4,4,2,2,1,0,0
2,STARSHIP EIGHTY (H022),H Bowman,P C Ng,1262,6,5,87.6,10,10,10,2,0,0
3,BEAT HOLLOW (G414),M Chadwick,Y S Tsui,1190,13,35,89.6,1,1,1,3,0,0
4,BROTHER PEARL (H030),L Ferraris,C H Yip,1044,4,22,90.0,9,9,9,4,0,0
5,CHARMANDER (G437),C Y Ho,J Richards,1155,10,11,90.1,13,13,12,5,0,0
6,APEX TOP (D136),C L Chau,D J Whyte,1233,5,11,90.5,2,3,5,6,0,0
7,FOXHUNTER WAY (E296),L Hewitson,K W Lui,1052,1,31,92.8,5,6,6,7,0,0
8,SPANGLE FORTUNE (G427),K C Leung,K L Man,1086,7,25,84.6,3,4,3,8,0,0
9,CASA LEGEND (G126),A Atzeni,C W Chang,1166,2,8,84.7,12,12,11,9,0,0
10,PERFECT PEACH (E488),K Teetan,A S Cruz,1090,8,6,84.9,8,8,7,10,0,0
11,NORDIC COMBINED (G015),J McDonald,W Y So,1079,11,6,85.2,7,5,4,11,0,0
12,CHARMING STEED (E494),E C W Wong,C Fownes,1092,3,14,87.7,6,7,8,12,0,0
13,HAPPIHOOD (H261),M F Poon,W K Mo,1102,9,132,93.7,11,11,13,13,0,0
14,JUST GREAT TWO (G174),K De Melo,D J Hall,1054,12,90,87.0,14,14,14,14,0,0
1,DREAM PURSUER (G241),H Bowman,K L Man,1228,6,14,90.5,6,6,5,1,0,0
2,LUCKY PLANET (H235),K Teetan,D J Whyte,1086,1,4,91.3,3,3,3,2,0,0
3,GOLDEN RISE (H242),Z Purton,J Size,1015,7,2,91.9,7,7,8,3,0,0
4,DIVINE ERA (D507),K De Melo,K H Ting,1157,2,8,85.1,4,4,4,4,0,0
5,CAN'T GO WONG (H087),K C Leung,F C Lor,1159,8,26,86.2,8,9,7,5,0,0
6,RIVER VIEWS (G212),E C W Wong,T P Yung,1167,4,4,87.8,2,2,2,6,0,0
9,CHILLI BABA (G339),A Atzeni,P F Yiu,1168,10,17,91.2,9,8,9,9,0,0
10,LUCKY GOLD (G112),C Y Ho,K W Lui,1201,11,18,92.8,11,11,11,10,0,0
11,UP AND UP (H163),C L Chau,C S Shum,1096,9,52,93.4,10,10,10,11,0,0
12,SHINE BRIGHT (H385),M F Poon,C H Yip,1031,12,103,88.0,12,12,12,12,0,0
1,ENDEARED (H161),Z Purton,J Size,1037,10,3,86.0,5,4,5,1,0,0
2,CELTIC TIMES (G230),H Bowman,W K Mo,1229,9,7,87.2,9,9,7,2,0,0
3,BEATO (H090),J McDonald,A S Cruz,1144,5,6,87.9,10,10,12,3,0,0
4,SMART FIGHTER (H278),K Teetan,P F Yiu,1158,12,11,91.3,1,3,3,4,0,0
5,GOLDEN BULL (H019),C L Chau,C S Shum,1167,8,7,83.3,6,6,6,5,0,0
6,WAR OF COURAGE (C483),K C Leung,K L Man,1291,1,20,84.1,3,2,2,6,0,0
7,KASI FARASI (B385),L Ferraris,C H Yip,1105,6,22,84.5,11,12,10,7,0,0
8,MACH TEN (G382),M F Poon,P F Yiu,1286,11,22,84.9,12,11,11,8,0,0
9,YOUNG HORIZON (G272),L Hewitson,D A Hayes,1199,4,16,85.4,4,5,4,9,0,0
10,YEABOI (G372),K De Melo,C H Yip,1119,2,35,88.2,7,8,9,10,0,0
11,MORE RICE (H271),M Chadwick,T P Yung,1208,3,15,89.7,8,7,8,11,0,0
12,SUPER TEN (D362),E C W Wong,C W Chang,1264,13,80,90.9,2,1,1,12,0,0
1,TAJ DRAGON (H164),A Atzeni,P C Ng,1031,7,6,90.8,6,5,5,1,0,0
2,HEALTHY HAPPY (D435),A Badel,F C Lor,1195,8,13,84.9,3,1,1,2,0,0
3,BEAUTY JOY (E058),J McDonald,A S Cruz,1042,4,4,86.0,7,7,7,3,0,0
4,FANTASTIC TREASURE (E269),L Hewitson,D A Hayes,1195,2,17,86.0,5,6,6,4,0,0
5,ATULLIBIGEAL (G173),K De Melo,D J Hall,1075,6,10,86.1,8,8,8,5,0,0
6,REWARDING TOGETHER (D334),M Chadwick,F C Lor,1215,5,76,88.4,2,3,4,6,0,0
7,CALIFORNIA SPANGLE (E314),H Bowman,A S Cruz,1215,1,3,89.1,1,2,2,7,0,0
8,RED LION (H115),K Teetan,J Size,1131,3,3,84.5,4,4,3,8,0,0
1,GLOBAL HARMONY (G337),J McDonald,D A Hayes,1171,1,2,87.4,12,12,14,1,0,0
2,SWEET ENCOUNTER (G426),A Atzeni,J Size,1196,3,10,88.5,11,11,6,2,0,0
3,LOST CHILD (G461),B Avdulla,C W Chang,1200,13,10,90.7,13,13,9,3,0,0
4,HAPPY DAILY (E294),A Hamelin,C H Yip,1078,6,11,83.6,2,5,7,4,0,0
5,FLYING MOJITO (G412),L Ferraris,D J Hall,1098,12,27,83.8,14,14,13,5,0,0
6,KAHOLO ANGEL (H216),C Y Ho,C Fownes,1108,14,7,84.4,6,7,5,6,0,0
7,MIDORI BURLY (J083),Z Purton,P F Yiu,1159,2,5,87.8,10,9,11,7,0,0
8,RAGNARR (H297),L Hewitson,T P Yung,1073,10,89,90.7,1,1,1,8,0,0
9,CHIU CHOW SPIRIT (H175),A Badel,K L Man,1214,5,9,91.2,8,6,8,9,0,0
10,I AM THE BOSS (H446),C L Chau,K W Lui,1154,8,34,92.5,7,8,12,10,0,0
11,VIVA GRACIOUSNESS (J079),K Teetan,A S Cruz,1082,4,53,84.2,3,3,4,11,0,0
12,SUGAR BALL (H394),M Chadwick,W K Mo,1185,11,175,85.6,4,2,3,12,0,0
13,MAJESTIC SPEED (J018),M F Poon,C S Shum,1150,7,214,87.1,9,10,10,13,0,0
14,SAVVY CHIC (G261),K De Melo,F C Lor,1163,9,99,92.3,5,4,2,14,0,0
1,WUNDERBAR (H411),J McDonald,J Size,1201,7,5,70.2,3,3,1,0,0,0
2,KA YING RISING (J062),Z Purton,D A Hayes,1094,2,2,70.2,5,5,2,0,0,0
3,MUGEN (H338),K Teetan,P C Ng,1139,5,2,75.8,10,9,3,0,0,0
4,COLOURFUL EMPEROR (H167),L Hewitson,A S Cruz,1050,14,82,76.7,4,4,4,0,0,0
5,PRINCE OF PORTY (H009),B Avdulla,D J Hall,1163,9,13,78.0,7,6,5,0,0,0
6,SUPERB KID (H298),K De Melo,K W Lui,1038,6,110,78.6,8,10,6,0,0,0
7,SUPER FORTUNE (G065),M F Poon,A S Cruz,1223,8,49,70.3,1,1,7,0,0,0
8,SUGAR SUGAR (G016),C Y Ho,C Fownes,1112,13,70,70.4,14,11,8,0,0,0
9,JUMBO FORTUNE (G195),M Chadwick,P C Ng,1304,3,26,72.5,9,7,9,0,0,0
10,NOT USUAL STAR (G396),E C W Wong,W Y So,1043,11,94,72.9,11,12,10,0,0,0
11,ACE VICTORY (H076),A Hamelin,T P Yung,1247,10,256,74.0,2,2,11,0,0,0
12,READY TO WIN (E422),A Badel,F C Lor,1115,12,108,75.3,13,14,12,0,0,0
13,ROBOT MASTER (J107),A Atzeni,P C Ng,1174,4,167,74.9,12,13,13,0,0,0
14,BONUS PAL (H360),K C Leung,P C Ng,1096,1,174,75.4,6,8,14,0,0,0
2,BEAUTY FIT (E279),A Hamelin,J Size,1203,2,9,84.0,7,7,7,2,0,0
3,SWEET BRIAR (H044),L Hewitson,K W Lui,1097,3,9,85.1,5,6,6,3,0,0
4,AMAZING VICTORY (G123),K C Leung,W Y So,1047,4,31,85.2,8,10,9,4,0,0
5,BLUE MARLIN (H078),K Teetan,D J Whyte,1321,14,9,86.6,10,11,11,5,0,0
6,GREEN N WHITE (H186),Z Purton,P F Yiu,1138,10,2,86.8,3,4,3,6,0,0
7,CALIFORNIA VOCE (H258),C Y Ho,A S Cruz,1084,13,20,86.9,13,14,12,7,0,0
8,CHARITY BINGO (H254),K De Melo,C S Shum,1054,5,78,87.2,11,9,10,8,0,0
9,KA YING GENERATION (J075),A Atzeni,P C Ng,1155,7,54,88.6,12,12,13,9,0,0
10,SOLID IMPACT (E447),B Avdulla,D J Hall,1039,8,18,88.7,6,5,5,10,0,0
11,SETANTA (G095),M Chadwick,D A Hayes,1209,11,34,89.7,14,13,14,11,0,0
12,FASHION LEGEND (J080),H Bowman,C Fownes,1048,9,36,90.8,9,8,8,12,0,0
13,SUPER WINNER (C341),K H Chan,C H Yip,1216,12,29,91.6,1,1,1,13,0,0
14,RATTAN KINGDOM (G035),M F Poon,J Richards,1141,1,36,84.8,4,3,4,14,0,0
